SKU,MaterialName,Category,Supplier,UnitPrice,StockQty,Status,UpdatedAt
SKU-000338,Material1338,Fixture,Acme Corp,32.96,366,Pending,2026-03-20
SKU-000339,Material1339,Consumable,Umbrella,34.33,373,Backorder,2026-04-04
SKU-000340,Material1340,Raw Material,Acme Corp,35.70,380,Active,2026-05-15
SKU-000341,Material1341,Component,Umbrella,37.07,387,Discontinued,2026-06-26
SKU-000342,Material1342,Packaging,Acme Corp,38.44,394,Pending,2026-01-10
SKU-000343,Material1343,Fixture,Umbrella,39.81,401,Backorder,2026-02-21
SKU-000344,Material1344,Consumable,Acme Corp,41.18,408,Active,2026-03-05
SKU-000345,Material1345,Raw Material,Umbrella,42.55,415,Discontinued,2026-04-16
SKU-000346,Material1346,Component,Acme Corp,43.92,422,Pending,2026-05-27
SKU-000347,Material1347,Packaging,Umbrella,45.29,429,Backorder,2026-06-11
SKU-000348,Material1348,Fixture,Acme Corp,46.66,436,Active,2026-01-22
SKU-000349,Material1349,Consumable,Umbrella,48.03,443,Discontinued,2026-02-06
SKU-000350,Material1350,Raw Material,Acme Corp,49.40,450,Pending,2026-03-17
SKU-000351,Material1351,Component,Umbrella,50.77,457,Backorder,2026-04-01
SKU-000352,Material1352,Packaging,Acme Corp,52.14,464,Active,2026-05-12
SKU-000353,Material1353,Fixture,Umbrella,53.51,471,Discontinued,2026-06-23
SKU-000354,Material1354,Consumable,Acme Corp,54.88,478,Pending,2026-01-07
SKU-000355,Material1355,Raw Material,Umbrella,56.25,485,Backorder,2026-02-18
SKU-000356,Material1356,Component,Acme Corp,57.62,492,Active,2026-03-02
SKU-000357,Material1357,Packaging,Umbrella,10.09,499,Discontinued,2026-04-13
SKU-000358,Material1358,Fixture,Acme Corp,11.46,506,Pending,2026-05-24
SKU-000359,Material1359,Consumable,Umbrella,12.83,513,Backorder,2026-06-08
SKU-000360,Material1360,Raw Material,Acme Corp,14.20,520,Active,2026-01-19
SKU-000361,Material1361,Component,Umbrella,15.57,527,Discontinued,2026-02-03
SKU-000362,Material1362,Packaging,Acme Corp,16.94,534,Pending,2026-03-14
SKU-000363,Material1363,Fixture,Umbrella,18.31,541,Backorder,2026-04-25
SKU-000364,Material1364,Consumable,Acme Corp,19.68,548,Active,2026-05-09
SKU-000365,Material1365,Raw Material,Umbrella,21.05,555,Discontinued,2026-06-20
SKU-000366,Material1366,Component,Acme Corp,22.42,562,Pending,2026-01-04
SKU-000367,Material1367,Packaging,Umbrella,23.79,569,Backorder,2026-02-15
SKU-000368,Material1368,Fixture,Acme Corp,25.16,576,Active,2026-03-26
SKU-000369,Material1369,Consumable,Umbrella,26.53,583,Discontinued,2026-04-10
SKU-000370,Material1370,Raw Material,Acme Corp,27.90,590,Pending,2026-05-21
SKU-000371,Material1371,Component,Umbrella,29.27,597,Backorder,2026-06-05
SKU-000372,Material1372,Packaging,Acme Corp,30.64,604,Active,2026-01-16
SKU-000373,Material1373,Fixture,Umbrella,32.01,611,Discontinued,2026-02-27
SKU-000374,Material1374,Consumable,Acme Corp,33.38,618,Pending,2026-03-11
SKU-000375,Material1375,Raw Material,Umbrella,34.75,625,Backorder,2026-04-22
SKU-000376,Material1376,Component,Acme Corp,36.12,632,Active,2026-05-06
SKU-000377,Material1377,Packaging,Umbrella,37.49,639,Discontinued,2026-06-17
SKU-000378,Material1378,Fixture,Acme Corp,38.86,646,Pending,2026-01-01
SKU-000379,Material1379,Consumable,Umbrella,40.23,653,Backorder,2026-02-12
SKU-000380,Material1380,Raw Material,Acme Corp,41.60,660,Active,2026-03-23
SKU-000381,Material1381,Component,Umbrella,42.97,667,Discontinued,2026-04-07
SKU-000382,Material1382,Packaging,Acme Corp,44.34,674,Pending,2026-05-18
SKU-000383,Material1383,Fixture,Umbrella,45.71,681,Backorder,2026-06-02
SKU-000384,Material1384,Consumable,Acme Corp,47.08,688,Active,2026-01-13
SKU-000385,Material1385,Raw Material,Umbrella,48.45,695,Discontinued,2026-02-24
SKU-000386,Material1386,Component,Acme Corp,49.82,702,Pending,2026-03-08
SKU-000387,Material1387,Packaging,Umbrella,51.19,709,Backorder,2026-04-19
SKU-000388,Material1388,Fixture,Acme Corp,52.56,716,Active,2026-05-03
SKU-000389,Material1389,Consumable,Umbrella,53.93,723,Discontinued,2026-06-14
SKU-000390,Material1390,Raw Material,Acme Corp,55.30,730,Pending,2026-01-25
SKU-000391,Material1391,Component,Umbrella,56.67,737,Backorder,2026-02-09
SKU-000392,Material1392,Packaging,Acme Corp,58.04,744,Active,2026-03-20
SKU-000393,Material1393,Fixture,Umbrella,10.51,751,Discontinued,2026-04-04
SKU-000394,Material1394,Consumable,Acme Corp,11.88,758,Pending,2026-05-15
SKU-000395,Material1395,Raw Material,Umbrella,13.25,765,Backorder,2026-06-26
SKU-000396,Material1396,Component,Acme Corp,14.62,772,Active,2026-01-10
SKU-000397,Material1397,Packaging,Umbrella,15.99,779,Discontinued,2026-02-21
SKU-000398,Material1398,Fixture,Acme Corp,17.36,786,Pending,2026-03-05
SKU-000399,Material1399,Consumable,Umbrella,18.73,793,Backorder,2026-04-16
SKU-000400,Material1400,Raw Material,Acme Corp,20.10,800,Active,2026-05-27
SKU-000401,Material1401,Component,Umbrella,21.47,807,Discontinued,2026-06-11
SKU-000402,Material1402,Packaging,Acme Corp,22.84,814,Pending,2026-01-22
SKU-000403,Material1403,Fixture,Umbrella,24.21,821,Backorder,2026-02-06
SKU-000404,Material1404,Consumable,Acme Corp,25.58,828,Active,2026-03-17
SKU-000405,Material1405,Raw Material,Umbrella,26.95,835,Discontinued,2026-04-01
SKU-000406,Material1406,Component,Acme Corp,28.32,842,Pending,2026-05-12
SKU-000407,Material1407,Packaging,Umbrella,29.69,849,Backorder,2026-06-23
SKU-000408,Material1408,Fixture,Acme Corp,31.06,856,Active,2026-01-07
SKU-000409,Material1409,Consumable,Umbrella,32.43,863,Discontinued,2026-02-18
SKU-000410,Material1410,Raw Material,Acme Corp,33.80,870,Pending,2026-03-02
SKU-000411,Material1411,Component,Umbrella,35.17,877,Backorder,2026-04-13
SKU-000412,Material1412,Packaging,Acme Corp,36.54,884,Active,2026-05-24
SKU-000413,Material1413,Fixture,Umbrella,37.91,891,Discontinued,2026-06-08
SKU-000414,Material1414,Consumable,Acme Corp,39.28,898,Pending,2026-01-19
SKU-000415,Material1415,Raw Material,Umbrella,40.65,905,Backorder,2026-02-03
SKU-000416,Material1416,Component,Acme Corp,42.02,912,Active,2026-03-14
SKU-000417,Material1417,Packaging,Umbrella,43.39,919,Discontinued,2026-04-25
SKU-000418,Material1418,Fixture,Acme Corp,44.76,926,Pending,2026-05-09
SKU-000419,Material1419,Consumable,Umbrella,46.13,933,Backorder,2026-06-20
SKU-000420,Material1420,Raw Material,Acme Corp,47.50,940,Active,2026-01-04
SKU-000421,Material1421,Component,Umbrella,48.87,947,Discontinued,2026-02-15
SKU-000422,Material1422,Packaging,Acme Corp,50.24,954,Pending,2026-03-26
SKU-000423,Material1423,Fixture,Umbrella,51.61,961,Backorder,2026-04-10
SKU-000424,Material1424,Consumable,Acme Corp,52.98,968,Active,2026-05-21
SKU-000425,Material1425,Raw Material,Umbrella,54.35,975,Discontinued,2026-06-05
SKU-000426,Material1426,Component,Acme Corp,55.72,982,Pending,2026-01-16
SKU-000427,Material1427,Packaging,Umbrella,57.09,989,Backorder,2026-02-27
SKU-000428,Material1428,Fixture,Acme Corp,58.46,996,Active,2026-03-11
SKU-000429,Material1429,Consumable,Umbrella,10.93,1003,Discontinued,2026-04-22
SKU-000430,Material1430,Raw Material,Acme Corp,12.30,1010,Pending,2026-05-06
SKU-000431,Material1431,Component,Umbrella,13.67,1017,Backorder,2026-06-17
SKU-000432,Material1432,Packaging,Acme Corp,15.04,1024,Active,2026-01-01
SKU-000433,Material1433,Fixture,Umbrella,16.41,1031,Discontinued,2026-02-12
SKU-000434,Material1434,Consumable,Acme Corp,17.78,1038,Pending,2026-03-23
SKU-000435,Material1435,Raw Material,Umbrella,19.15,1045,Backorder,2026-04-07
SKU-000436,Material1436,Component,Acme Corp,20.52,1052,Active,2026-05-18
SKU-000437,Material1437,Packaging,Umbrella,21.89,1059,Discontinued,2026-06-02
SKU-000438,Material1438,Fixture,Acme Corp,23.26,1066,Pending,2026-01-13
SKU-000439,Material1439,Consumable,Umbrella,24.63,1073,Backorder,2026-02-24
SKU-000440,Material1440,Raw Material,Acme Corp,26.00,1080,Active,2026-03-08
SKU-000441,Material1441,Component,Umbrella,27.37,1087,Discontinued,2026-04-19
SKU-000442,Material1442,Packaging,Acme Corp,28.74,1094,Pending,2026-05-03
SKU-000443,Material1443,Fixture,Umbrella,30.11,1101,Backorder,2026-06-14
SKU-000444,Material1444,Consumable,Acme Corp,31.48,1108,Active,2026-01-25
SKU-000445,Material1445,Raw Material,Umbrella,32.85,1115,Discontinued,2026-02-09
SKU-000446,Material1446,Component,Acme Corp,34.22,1122,Pending,2026-03-20
SKU-000447,Material1447,Packaging,Umbrella,35.59,1129,Backorder,2026-04-04
SKU-000448,Material1448,Fixture,Acme Corp,36.96,1136,Active,2026-05-15
SKU-000449,Material1449,Consumable,Umbrella,38.33,1143,Discontinued,2026-06-26
SKU-000450,Material1450,Raw Material,Acme Corp,39.70,1150,Pending,2026-01-10
SKU-000451,Material1451,Component,Umbrella,41.07,1157,Backorder,2026-02-21
SKU-000452,Material1452,Packaging,Acme Corp,42.44,1164,Active,2026-03-05
SKU-000453,Material1453,Fixture,Umbrella,43.81,1171,Discontinued,2026-04-16
SKU-000454,Material1454,Consumable,Acme Corp,45.18,1178,Pending,2026-05-27
SKU-000455,Material1455,Raw Material,Umbrella,46.55,1185,Backorder,2026-06-11
SKU-000456,Material1456,Component,Acme Corp,47.92,1192,Active,2026-01-22
SKU-000457,Material1457,Packaging,Umbrella,49.29,1199,Discontinued,2026-02-06
SKU-000458,Material1458,Fixture,Acme Corp,50.66,1206,Pending,2026-03-17
SKU-000459,Material1459,Consumable,Umbrella,52.03,1213,Backorder,2026-04-01
SKU-000460,Material1460,Raw Material,Acme Corp,53.40,1220,Active,2026-05-12
SKU-000461,Material1461,Component,Umbrella,54.77,1227,Discontinued,2026-06-23
SKU-000462,Material1462,Packaging,Acme Corp,56.14,1234,Pending,2026-01-07
SKU-000463,Material1463,Fixture,Umbrella,57.51,1241,Backorder,2026-02-18
SKU-000464,Material1464,Consumable,Acme Corp,58.88,1248,Active,2026-03-02
SKU-000465,Material1465,Raw Material,Umbrella,11.35,1255,Discontinued,2026-04-13
SKU-000466,Material1466,Component,Acme Corp,12.72,1262,Pending,2026-05-24
SKU-000467,Material1467,Packaging,Umbrella,14.09,1269,Backorder,2026-06-08
SKU-000468,Material1468,Fixture,Acme Corp,15.46,1276,Active,2026-01-19
SKU-000469,Material1469,Consumable,Umbrella,16.83,1283,Discontinued,2026-02-03
SKU-000470,Material1470,Raw Material,Acme Corp,18.20,1290,Pending,2026-03-14
SKU-000471,Material1471,Component,Umbrella,19.57,1297,Backorder,2026-04-25
SKU-000472,Material1472,Packaging,Acme Corp,20.94,1304,Active,2026-05-09
SKU-000473,Material1473,Fixture,Umbrella,22.31,1311,Discontinued,2026-06-20
SKU-000474,Material1474,Consumable,Acme Corp,23.68,1318,Pending,2026-01-04
SKU-000475,Material1475,Raw Material,Umbrella,25.05,1325,Backorder,2026-02-15
SKU-000476,Material1476,Component,Acme Corp,26.42,1332,Active,2026-03-26
SKU-000477,Material1477,Packaging,Umbrella,27.79,1339,Discontinued,2026-04-10
SKU-000478,Material1478,Fixture,Acme Corp,29.16,1346,Pending,2026-05-21
SKU-000479,Material1479,Consumable,Umbrella,30.53,1353,Backorder,2026-06-05
SKU-000480,Material1480,Raw Material,Acme Corp,31.90,1360,Active,2026-01-16
SKU-000481,Material1481,Component,Umbrella,33.27,1367,Discontinued,2026-02-27
SKU-000482,Material1482,Packaging,Acme Corp,34.64,1374,Pending,2026-03-11
SKU-000483,Material1483,Fixture,Umbrella,36.01,1381,Backorder,2026-04-22
SKU-000484,Material1484,Consumable,Acme Corp,37.38,1388,Active,2026-05-06
SKU-000485,Material1485,Raw Material,Umbrella,38.75,1395,Discontinued,2026-06-17
SKU-000486,Material1486,Component,Acme Corp,40.12,1402,Pending,2026-01-01
SKU-000487,Material1487,Packaging,Umbrella,41.49,1409,Backorder,2026-02-12
SKU-000488,Material1488,Fixture,Acme Corp,42.86,1416,Active,2026-03-23
SKU-000489,Material1489,Consumable,Umbrella,44.23,1423,Discontinued,2026-04-07
SKU-000490,Material1490,Raw Material,Acme Corp,45.60,1430,Pending,2026-05-18
SKU-000491,Material1491,Component,Umbrella,46.97,1437,Backorder,2026-06-02
SKU-000492,Material1492,Packaging,Acme Corp,48.34,1444,Active,2026-01-13
SKU-000493,Material1493,Fixture,Umbrella,49.71,1451,Discontinued,2026-02-24
SKU-000494,Material1494,Consumable,Acme Corp,51.08,1458,Pending,2026-03-08
SKU-000495,Material1495,Raw Material,Umbrella,52.45,1465,Backorder,2026-04-19
SKU-000496,Material1496,Component,Acme Corp,53.82,1472,Active,2026-05-03
SKU-000497,Material1497,Packaging,Umbrella,55.19,1479,Discontinued,2026-06-14
SKU-000498,Material1498,Fixture,Acme Corp,56.56,1486,Pending,2026-01-25
SKU-000499,Material1499,Consumable,Umbrella,57.93,1493,Backorder,2026-02-09
SKU-000500,Material1500,Raw Material,Acme Corp,10.40,1500,Active,2026-03-20
SKU-000501,Material1501,Component,Umbrella,11.77,1507,Discontinued,2026-04-04
SKU-000502,Material1502,Packaging,Acme Corp,13.14,1514,Pending,2026-05-15
SKU-000503,Material1503,Fixture,Umbrella,14.51,1521,Backorder,2026-06-26
SKU-000504,Material1504,Consumable,Acme Corp,15.88,1528,Active,2026-01-10
SKU-000505,Material1505,Raw Material,Umbrella,17.25,1535,Discontinued,2026-02-21
SKU-000506,Material1506,Component,Acme Corp,18.62,1542,Pending,2026-03-05
SKU-000507,Material1507,Packaging,Umbrella,19.99,1549,Backorder,2026-04-16
SKU-000508,Material1508,Fixture,Acme Corp,21.36,1556,Active,2026-05-27
SKU-000509,Material1509,Consumable,Umbrella,22.73,1563,Discontinued,2026-06-11
SKU-000510,Material1510,Raw Material,Acme Corp,24.10,1570,Pending,2026-01-22
SKU-000511,Material1511,Component,Umbrella,25.47,1577,Backorder,2026-02-06
SKU-000512,Material1512,Packaging,Acme Corp,26.84,1584,Active,2026-03-17
SKU-000513,Material1513,Fixture,Umbrella,28.21,1591,Discontinued,2026-04-01
SKU-000514,Material1514,Consumable,Acme Corp,29.58,1598,Pending,2026-05-12
SKU-000515,Material1515,Raw Material,Umbrella,30.95,1605,Backorder,2026-06-23
SKU-000516,Material1516,Component,Acme Corp,32.32,1612,Active,2026-01-07
SKU-000517,Material1517,Packaging,Umbrella,33.69,1619,Discontinued,2026-02-18
SKU-000518,Material1518,Fixture,Acme Corp,35.06,1626,Pending,2026-03-02
SKU-000519,Material1519,Consumable,Umbrella,36.43,1633,Backorder,2026-04-13
SKU-000520,Material1520,Raw Material,Acme Corp,37.80,1640,Active,2026-05-24
SKU-000521,Material1521,Component,Umbrella,39.17,1647,Discontinued,2026-06-08
SKU-000522,Material1522,Packaging,Acme Corp,40.54,1654,Pending,2026-01-19
SKU-000523,Material1523,Fixture,Umbrella,41.91,1661,Backorder,2026-02-03
SKU-000524,Material1524,Consumable,Acme Corp,43.28,1668,Active,2026-03-14
SKU-000525,Material1525,Raw Material,Umbrella,44.65,1675,Discontinued,2026-04-25
SKU-000526,Material1526,Component,Acme Corp,46.02,1682,Pending,2026-05-09
SKU-000527,Material1527,Packaging,Umbrella,47.39,1689,Backorder,2026-06-20
SKU-000528,Material1528,Fixture,Acme Corp,48.76,1696,Active,2026-01-04
SKU-000529,Material1529,Consumable,Umbrella,50.13,1703,Discontinued,2026-02-15
SKU-000530,Material1530,Raw Material,Acme Corp,51.50,1710,Pending,2026-03-26
SKU-000531,Material1531,Component,Umbrella,52.87,1717,Backorder,2026-04-10
SKU-000532,Material1532,Packaging,Acme Corp,54.24,1724,Active,2026-05-21
SKU-000533,Material1533,Fixture,Umbrella,55.61,1731,Discontinued,2026-06-05
SKU-000534,Material1534,Consumable,Acme Corp,56.98,1738,Pending,2026-01-16
SKU-000535,Material1535,Raw Material,Umbrella,58.35,1745,Backorder,2026-02-27
SKU-000536,Material1536,Component,Acme Corp,10.82,1752,Active,2026-03-11
SKU-000537,Material1537,Packaging,Umbrella,12.19,1759,Discontinued,2026-04-22
SKU-000538,Material1538,Fixture,Acme Corp,13.56,1766,Pending,2026-05-06
SKU-000539,Material1539,Consumable,Umbrella,14.93,1773,Backorder,2026-06-17
SKU-000540,Material1540,Raw Material,Acme Corp,16.30,1780,Active,2026-01-01
SKU-000541,Material1541,Component,Umbrella,17.67,1787,Discontinued,2026-02-12
SKU-000542,Material1542,Packaging,Acme Corp,19.04,1794,Pending,2026-03-23
SKU-000543,Material1543,Fixture,Umbrella,20.41,1801,Backorder,2026-04-07
SKU-000544,Material1544,Consumable,Acme Corp,21.78,1808,Active,2026-05-18
SKU-000545,Material1545,Raw Material,Umbrella,23.15,1815,Discontinued,2026-06-02
SKU-000546,Material1546,Component,Acme Corp,24.52,1822,Pending,2026-01-13
SKU-000547,Material1547,Packaging,Umbrella,25.89,1829,Backorder,2026-02-24
SKU-000548,Material1548,Fixture,Acme Corp,27.26,1836,Active,2026-03-08
SKU-000549,Material1549,Consumable,Umbrella,28.63,1843,Discontinued,2026-04-19
SKU-000550,Material1550,Raw Material,Acme Corp,30.00,1850,Pending,2026-05-03
SKU-000551,Material1551,Component,Umbrella,31.37,1857,Backorder,2026-06-14
SKU-000552,Material1552,Packaging,Acme Corp,32.74,1864,Active,2026-01-25
SKU-000553,Material1553,Fixture,Umbrella,34.11,1871,Discontinued,2026-02-09
SKU-000554,Material1554,Consumable,Acme Corp,35.48,1878,Pending,2026-03-20
SKU-000555,Material1555,Raw Material,Umbrella,36.85,1885,Backorder,2026-04-04
SKU-000556,Material1556,Component,Acme Corp,38.22,1892,Active,2026-05-15
SKU-000557,Material1557,Packaging,Umbrella,39.59,1899,Discontinued,2026-06-26
SKU-000558,Material1558,Fixture,Acme Corp,40.96,1906,Pending,2026-01-10
SKU-000559,Material1559,Consumable,Umbrella,42.33,1913,Backorder,2026-02-21
SKU-000560,Material1560,Raw Material,Acme Corp,43.70,1920,Active,2026-03-05
SKU-000561,Material1561,Component,Umbrella,45.07,1927,Discontinued,2026-04-16
SKU-000562,Material1562,Packaging,Acme Corp,46.44,1934,Pending,2026-05-27
SKU-000563,Material1563,Fixture,Umbrella,47.81,1941,Backorder,2026-06-11
SKU-000564,Material1564,Consumable,Acme Corp,49.18,1948,Active,2026-01-22
SKU-000565,Material1565,Raw Material,Umbrella,50.55,1955,Discontinued,2026-02-06
SKU-000566,Material1566,Component,Acme Corp,51.92,1962,Pending,2026-03-17
SKU-000567,Material1567,Packaging,Umbrella,53.29,1969,Backorder,2026-04-01
SKU-000568,Material1568,Fixture,Acme Corp,54.66,1976,Active,2026-05-12
SKU-000569,Material1569,Consumable,Umbrella,56.03,1983,Discontinued,2026-06-23
SKU-000570,Material1570,Raw Material,Acme Corp,57.40,1990,Pending,2026-01-07
SKU-000571,Material1571,Component,Umbrella,58.77,1997,Backorder,2026-02-18
SKU-000572,Material1572,Packaging,Acme Corp,11.24,4,Active,2026-03-02
SKU-000573,Material1573,Fixture,Umbrella,12.61,11,Discontinued,2026-04-13
SKU-000574,Material1574,Consumable,Acme Corp,13.98,18,Pending,2026-05-24
SKU-000575,Material1575,Raw Material,Umbrella,15.35,25,Backorder,2026-06-08
SKU-000576,Material1576,Component,Acme Corp,16.72,32,Active,2026-01-19
SKU-000577,Material1577,Packaging,Umbrella,18.09,39,Discontinued,2026-02-03
SKU-000578,Material1578,Fixture,Acme Corp,19.46,46,Pending,2026-03-14
SKU-000579,Material1579,Consumable,Umbrella,20.83,53,Backorder,2026-04-25
SKU-000580,Material1580,Raw Material,Acme Corp,22.20,60,Active,2026-05-09
SKU-000581,Material1581,Component,Umbrella,23.57,67,Discontinued,2026-06-20
SKU-000582,Material1582,Packaging,Acme Corp,24.94,74,Pending,2026-01-04
SKU-000583,Material1583,Fixture,Umbrella,26.31,81,Backorder,2026-02-15
SKU-000584,Material1584,Consumable,Acme Corp,27.68,88,Active,2026-03-26
SKU-000585,Material1585,Raw Material,Umbrella,29.05,95,Discontinued,2026-04-10
SKU-000586,Material1586,Component,Acme Corp,30.42,102,Pending,2026-05-21
SKU-000587,Material1587,Packaging,Umbrella,31.79,109,Backorder,2026-06-05
SKU-000588,Material1588,Fixture,Acme Corp,33.16,116,Active,2026-01-16
SKU-000589,Material1589,Consumable,Umbrella,34.53,123,Discontinued,2026-02-27
SKU-000590,Material1590,Raw Material,Acme Corp,35.90,130,Pending,2026-03-11
SKU-000591,Material1591,Component,Umbrella,37.27,137,Backorder,2026-04-22
SKU-000592,Material1592,Packaging,Acme Corp,38.64,144,Active,2026-05-06
SKU-000593,Material1593,Fixture,Umbrella,40.01,151,Discontinued,2026-06-17
SKU-000594,Material1594,Consumable,Acme Corp,41.38,158,Pending,2026-01-01
SKU-000595,Material1595,Raw Material,Umbrella,42.75,165,Backorder,2026-02-12
SKU-000596,Material1596,Component,Acme Corp,44.12,172,Active,2026-03-23
SKU-000597,Material1597,Packaging,Umbrella,45.49,179,Discontinued,2026-04-07
SKU-000598,Material1598,Fixture,Acme Corp,46.86,186,Pending,2026-05-18
SKU-000599,Material1599,Consumable,Umbrella,48.23,193,Backorder,2026-06-02
SKU-000600,Material1600,Raw Material,Acme Corp,49.60,200,Active,2026-01-13
SKU-000601,Material1601,Component,Umbrella,50.97,207,Discontinued,2026-02-24
